Id,SalePrice
1461,150493.00743490458
1462,190068.9076155424
1463,182741.4897799492
1464,170944.52626109123
1465,154478.4008011222
1466,170500.82727372646
1467,173007.28124380112
1468,157442.9538562894
1469,173280.0675958395
1470,145910.5250686407
1471,174723.80079180002
1472,145036.78679913282
1473,141318.94338577986
1474,148357.62960463762
1475,104608.5124284029
1476,350947.2930252552
1477,224270.62050402164
1478,246052.4958997965
1479,274476.8294900656
1480,466654.9325346947
1481,270284.2764467001
1482,163482.32479840517
1483,161283.2195609808
1484,126839.52708691359
1485,150510.4334846139
1486,169561.7520481348
1487,308813.18651139736
1488,169062.3197466135
1489,146558.2290172577
1490,221737.04026937485
1491,162959.264318645
1492,110506.08211010695
1493,213968.92793774605
1494,279023.6979037523
1495,267040.73491096497
1496,203721.29475474358
1497,146546.37200683355
1498,122490.20934328437
1499,129466.37531667948
1500,138144.0008252859
1501,145448.67036938667
1502,129709.34209227562
1503,272149.6792703867
1504,198577.17638611794
1505,186133.71071517467
1506,196422.97756373882
1507,233610.8543843031
1508,208378.49238216877
1509,170161.5128993988
1510,173962.02274560928
1511,151471.83851897717
1512,188000.1651108265
1513,158993.9044713974
1514,184932.4077785015
1515,179823.12004864216
1516,159021.63163423538
1517,170654.1958257556
1518,149987.8236785531
1519,210255.46249747276
1520,141674.0206092596
1521,145067.7437901497
1522,184200.47076940536
1523,136002.98957377672
1524,122618.43137592077
1525,138569.6835950017
1526,134394.36345547438
1527,116670.21455466747
1528,133972.75820970535
1529,161558.27001184225
1530,181515.85046350956
1531,137252.41802334785
1532,106014.45341557264
1533,144407.07760751247
1534,114714.05999734998
1535,144803.2090589404
1536,129794.5838034153
1537,66835.24266332388
1538,148217.82418489456
1539,151821.80810719728
1540,87223.18967208266
1541,128353.77998650074
1542,138802.2097632289
1543,174346.14696204662
1544,75188.16313669086
1545,129278.17612588406
1546,145040.13466089964
1547,140748.63727986813
1548,149993.0386170745
1549,132556.95605278015
1550,152989.57877457142
1551,116440.0597885251
1552,148246.16297632456
1553,129723.00179749727
1554,146184.15911644697
1555,198273.67984056473
1556,86406.91766440868
1557,115499.39110949636
1558,80874.47952181101
1559,91050.09075552225
1560,119084.97252240777
1561,126979.61149513721
1562,135083.7117999792
1563,133070.72407007217
1564,165533.9309722185
1565,154252.82788425684
1566,265901.3030350208
1567,85259.2502631247
1568,235280.25707006454
1569,167882.2199344635
1570,156415.45001268387
1571,130691.30643159151
1572,155038.11607509851
1573,251697.22690582275
1574,144731.90604150295
1575,170154.61329966784
1576,223888.9642626047
1577,143820.91207951307
1578,136877.82233655453
1579,130826.58365368843
1580,169588.57786357403
1581,155767.63876080513
1582,127704.34845536947
1583,303221.97837233543
1584,178265.76342880726
1585,120222.62852936983
1586,66631.21087625623
1587,109350.15235766768
1588,164552.2885426879
1589,82725.55199488997
1590,142904.2632356286
1591,89974.96572434902
1592,102157.7810421586
1593,143418.51411759853
1594,131261.60180717707
1595,151833.86899381876
1596,196445.48978805542
1597,168424.2087095976
1598,171163.71463388205
1599,150226.94899737835
1600,136537.07009851933
1601,84833.89476835728
1602,125283.06108415127
1603,91593.64615827799
1604,225407.41271972656
1605,212361.5894585848
1606,161867.3141360283
1607,161970.43257057667
1608,166377.8282046318
1609,137414.8322403431
1610,152064.32420909405
1611,169038.1765127182
1612,139642.94154942036
1613,152889.05707895756
1614,133821.84690237045
1615,100338.66348043084
1616,89825.19183158875
1617,123970.67781090736
1618,121837.06511929631
1619,142704.96888756752
1620,161083.34577530622
1621,143046.4829787612
1622,134598.74397814274
1623,227093.38302910328
1624,191611.2632393837
1625,135430.4300993681
1626,196299.7504979372
1627,183323.8567724824
1628,246645.90439796448
1629,162136.88139021397
1630,344630.2641630173
1631,180985.8581930399
1632,206342.11254119873
1633,146196.53118252754
1634,160491.69705063105
1635,172085.50330400467
1636,137320.5985158682
1637,189296.62458002567
1638,199711.84399724007
1639,187310.95626056194
1640,258471.0457533598
1641,187877.1955728531
1642,203349.61771667004
1643,173985.22171080112
1644,184847.05876410007
1645,222023.4755963087
1646,160516.6557893157
1647,164697.13721573353
1648,151585.45121252537
1649,126547.11496829987
1650,138090.71402549744
1651,126718.4890076518
1652,111850.52223280072
1653,133236.84024959803
1654,161897.78826236725
1655,154784.92329865694
1656,155415.71625322104
1657,165310.30024439096
1658,148470.86673676968
1659,134546.6804355383
1660,154550.6051659584
1661,438739.04471993446
1662,345724.1136133671
1663,323721.7300146818
1664,410680.6152522564
1665,250116.17772579193
1666,324951.51123702526
1667,334621.7884898186
1668,329358.7351858616
1669,233382.59888589382
1670,296593.44814121723
1671,278585.17093360424
1672,432490.77578783035
1673,252211.98211312294
1674,223164.62432444096
1675,164844.7006613016
1676,162334.20135825872
1677,188831.40055835247
1678,451004.58012223244
1679,379912.7569645643
1680,309500.2278357744
1681,190669.61273550987
1682,300114.5617544651
1683,148455.29703348875
1684,142972.1540093422
1685,152327.21720039845
1686,127525.18419921398
1687,143875.82988888025
1688,159381.77357167006
1689,172778.23170125484
1690,168869.1202238202
1691,155209.36135053635
1692,221816.18715524673
1693,133746.33759707212
1694,173995.26529610157
1695,147903.72607707977
1696,254969.6330189705
1697,152290.71263074875
1698,317395.62329649925
1699,352910.6422662735
1700,214523.04198145866
1701,247324.85505640507
1702,211962.37840354443
1703,181698.3947724104
1704,243086.5693628788
1705,196195.12981772423
1706,328630.6610941887
1707,161591.96323603392
1708,164041.1065340042
1709,226555.90099096298
1710,190584.90754067898
1711,223036.93344295025
1712,232111.42006516457
1713,241303.7042081356
1714,198305.13042658567
1715,174066.21421277523
1716,139297.7576866746
1717,143551.41993761063
1718,110283.52978006005
1719,168799.35164302588
1720,221971.9271093607
1721,140312.83581256866
1722,133208.9521318674
1723,140234.01083648205
1724,163457.09780156612
1725,215933.47897529602
1726,163414.21941816807
1727,132567.32154786587
1728,152993.18416416645
1729,162389.31231349707
1730,118286.60942912102
1731,151262.39328235388
1732,136843.710629642
1733,130752.80193090439
1734,133858.22270810604
1735,131184.94435697794
1736,119179.73203286529
1737,299911.5225225687
