Id,SalePrice
1461,8523599989.250369
1462,14318722599.327589
1463,8216225296.881639
1464,9386070306.410654
1465,17687033767.90267
1466,10413495009.548208
1467,11183364080.311665
1468,10496116115.280529
1469,16389954349.331738
1470,5839258122.66582
1471,13788315075.401272
1472,2590324141.5467873
1473,2656276445.6623564
1474,8300620748.031512
1475,10025653312.609198
1476,28254193271.781406
1477,25043171854.187973
1478,27575084381.638783
1479,30752889509.442112
1480,40650487453.94416
1481,25402025322.544636
1482,21192147255.46746
1483,20376711290.38647
1484,16473056941.953846
1485,6445529248.230932
1486,12182210339.54554
1487,28950771548.30054
1488,26124942257.600147
1489,18128325746.070774
1490,13988045911.973032
1491,11716931195.434687
1492,13312859056.373554
1493,24772492533.929806
1494,22102839398.132256
1495,16250591626.462812
1496,15186949095.897734
1497,11933880170.804813
1498,4452313573.735262
1499,3976206019.512866
1500,3889344455.8178244
1501,6857727942.522721
1502,3099413791.753958
1503,15988258078.990036
1504,11636739515.601233
1505,18377190090.19607
1506,27709154013.423912
1507,14487616455.324688
1508,16293885389.232948
1509,10885205023.919918
1510,13763848806.382303
1511,10865135546.910578
1512,17576937349.959503
1513,16320237676.524982
1514,18928622500.044006
1515,28094617170.230522
1516,12530229915.220291
1517,9805815480.090845
1518,26315842916.78447
1519,15751869488.06921
1520,11251267806.0834
1521,11622929390.68912
1522,20140415698.112164
1523,11037008540.403765
1524,12142805319.19528
1525,8582854443.3781805
1526,9696912889.793388
1527,12255513932.034079
1528,7737085174.976513
1529,14219257326.907867
1530,17793090161.289604
1531,16985809226.626907
1532,8280052540.542845
1533,21885334143.064056
1534,10755126485.534418
1535,10183377702.144716
1536,13884844394.807877
1537,9590409305.09529
1538,13400065392.90504
1539,17400798955.749977
1540,18012568715.311646
1541,9825425967.613602
1542,10045925013.824505
1543,15585248959.568743
1544,7264144175.822227
1545,3340247776.214018
1546,8644536706.215748
1547,11375984514.457829
1548,8214906279.766557
1549,3096103829.1613092
1550,10304997979.083084
1551,8662925346.030266
1552,13459959183.12086
1553,10530967527.891478
1554,7771905996.838578
1555,22130625080.159843
1556,8672476136.046347
1557,11539876800.260977
1558,3254660946.680346
1559,13296617657.961884
1560,8664533909.655191
1561,26450489805.456837
1562,10806249347.221725
1563,5443906047.261535
1564,12484551913.647993
1565,8548430051.608559
1566,16313271951.28859
1567,8110327848.408165
1568,11423621131.040821
1569,15530313570.765224
1570,14472351592.890612
1571,34982290379.32481
1572,10781540234.41046
1573,15290615750.60036
1574,19716005139.52363
1575,13118767299.835205
