Id,SalePrice
1461,116918.77183020115
1462,182550.99429935217
1463,198040.12356102467
1464,193365.37111997604
1465,202110.4689195752
1466,180298.68810474873
1467,166374.68421906233
1468,158226.24620646238
1469,208017.21303015947
1470,104198.83930534124
1471,215145.50820291042
1472,101031.33286088705
1473,90947.56248891354
1474,151454.31589633226
1475,96841.37655645609
1476,376928.224042058
1477,253447.04265594482
1478,279235.364317894
1479,291429.5001298189
1480,395486.9455218315
1481,321978.00908982754
1482,224108.72134268284
1483,195675.08455961943
1484,163495.00804394484
1485,194957.95540064573
1486,211589.29569274187
1487,360629.20195162296
1488,247257.0823162794
1489,197731.25112205744
1490,255821.04147970676
1491,202197.64208942652
1492,84319.56877410412
1493,207301.43589228392
1494,294726.13531947136
1495,289927.38322913647
1496,249651.59752368927
1497,185208.78878980875
1498,171325.84986239672
1499,171708.96542817354
1500,160071.32579237223
1501,188160.61567813158
1502,144728.01093310118
1503,295994.8461651802
1504,248162.14240789413
1505,233341.71634316444
1506,209764.81833308935
1507,264175.0510811806
1508,229152.83307135105
1509,165437.64775544405
1510,151287.4593243003
1511,153597.88096547127
1512,177849.8667165637
1513,147275.81958025694
1514,172938.1672129035
1515,207370.32458633184
1516,171169.55193132162
1517,169304.83584851027
1518,106054.04831916094
1519,222966.1562114954
1520,137593.55655312538
1521,126933.33159834146
1522,172114.23911750317
1523,75672.46299572289
1524,85343.60672235489
1525,105767.48422831297
1526,99071.22417837381
1527,56002.852307632565
1528,136028.78527790308
1529,131196.42580598593
1530,223354.3150305748
1531,84727.53577530384
1532,71489.4250690937
1533,163386.76051348448
1534,132778.65532189608
1535,157761.78403794765
1536,83106.8595007062
1537,34491.59506736323
1538,156332.06464797258
1539,211256.09760433435
1540,97571.80058956146
1541,143348.0802565813
1542,137950.88714510202
1543,200656.99258744717
1544,60079.496367648244
1545,87882.16046318412
1546,89680.47192245722
1547,147926.3134136796
1548,112843.31883639097
1549,95161.78006082773
1550,105779.04078960419
1551,106588.52586597204
1552,118761.23321652412
1553,158373.3053267002
1554,74186.06602288783
1555,182202.79521495104
1556,67864.90598507226
1557,112496.32154852152
1558,104122.55205139518
1559,69663.50179798901
1560,71743.33141222596
1561,120085.29108464718
1562,107069.41616386175
1563,103156.1627805233
1564,163747.62138277292
1565,138275.0502988696
1566,289681.18662536144
1567,58594.580179825425
1568,251868.74043941498
1569,142811.23130768538
1570,127937.0355784893
1571,132033.6702361703
1572,147012.37934231758
1573,306813.69753181934
1574,114036.2091973424
1575,291766.4752930403
1576,289841.8625295162
1577,196812.9498079419
1578,146055.91025799513
1579,174172.4766328931
1580,201334.17274206877
1581,155139.0669837594
1582,104753.32891047001
1583,303177.03976631165
1584,211515.13840854168
1585,144807.60849267244
1586,68227.95047573745
1587,104539.41985815763
1588,166397.7329596877
1589,72482.50870890915
1590,129690.7678976655
1591,66663.78546394408
1592,117054.88601773977
1593,110062.78014481068
1594,106939.96550887823
1595,71101.65254175663
1596,200426.23692303896
1597,176747.48665690422
1598,231078.3257216215
1599,186197.15913385153
1600,180953.11996787786
1601,54985.77834106982
1602,93638.0737438798
1603,15954.120304062963
1604,259024.34429228306
1605,243723.19961488247
1606,161401.5106767416
1607,171425.82431137562
1608,219689.07167613506
1609,198322.63158857822
1610,140828.15972715616
1611,167278.78931164742
1612,173068.40118169785
1613,165429.83607798815
1614,134266.21116995811
1615,95817.75709092617
1616,68809.51805897057
1617,81416.33953303099
1618,114704.4295296073
1619,156995.00565975904
1620,137511.37298494577
1621,143466.31772071123
1622,137778.81563454866
1623,256013.92982304096
1624,220543.07687580585
1625,124494.97227817774
1626,177145.44226378202
1627,200320.4144462943
1628,286739.48916494846
1629,167253.13310176134
1630,356900.77843666077
1631,222117.77370274067
1632,247958.5022777319
1633,177628.57519984245
1634,182251.897187531
1635,180439.1051530838
1636,128528.52334827185
1637,205819.59930807352
1638,227648.18381369114
